kode_spec;nama_perangkat;noreg
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200595
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011008696
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201147
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201500
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202090
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202145
B2WS020Y0102;SAS, UNIVERSAL POWER SUPPLY 115/220 VAC;B2WS020Y010203408
B2WS020Y0106;POWER SUPPLY UNIT TYPE TRG-70A-480-12E03;B2WS020Y010600017
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020401513
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020403331
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404404
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404668
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200258
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200439
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201093
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201448
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201652
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202126
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202208
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200324
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020401457
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020401747
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020402395
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020402531
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404501
B4PK0700020R;POWER SUPPLY HYTERA PS22002;B4PK0700020R00039
B2WS0200022M;PSU FOR X1-KU/C 90W SATELITE ROUTER;B2WS0200022MA0262
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0389
B2WN0131048J;AC POWER SUPPLY FOR ISR 4320;B2WN0131048JA0022
B2WN0131048J;AC POWER SUPPLY FOR ISR 4320;B2WN0131048JA0014
B2WS0200022M;PSU FOR X1-KU/C 90W SATELITE ROUTER;B2WS0200022MA0558
B2WN0286415M;Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0255
B2WN0286415M;Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0275
B2WN0150172M;PSU for WANO SDW-W4000;B2WN0150172MA0011
B2WN0150042M;RAISECOM GE SFP LX SINGLE STRAIN TX 1310NM RX 1550NM 15KM;B2WN0150042MA0360
B2WN0150091M;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1330 / Rx-1270);B2WN0150091MA0052
B2WN0286855M;Power supply;B2WN0286855MA0001
B3CD0400031M;SC200 SYSTEM CONTROLLER;B3CD0400031MA0007B
B2WN00A0121M;Generic Compatible 10GBASE-BX40-D BiDi SFP+ 1330nm-TX/1270nm-RX 20km DDM LC SMF Transceiver (QT-BIDI-SFP+-LH-33);B2WN00A0121MA0002
B2WN0150044M;Tx: 1550 nm, 40 km, 1,25 Gbit/s, single fiber, single mode, DDM, RoHS, commercial;B2WN0150044MA0455
B2WN0286985M;SFP ATOP up to 1.25G ER Single Core 1550nm/1310nm, 40km (APSB53123xDL40);B2WN0286985MA0064
B2WN0201011G;10GBASE-LR SFP+ 1310nm 10km, ATOP (APSP31B33CDL10);B2WN0201011GA1149
B2WN00A0365M;Transceiver BIDI SFP+ 10G Tx1330nm 40km DDM;B2WN00A0365MA0150
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0106B
B2WS0138158M;Flat High Performance;B2WS0138158MA0211
B3CD0400045M;B3CD0400045M-Eaton rectifier 3G Access Power System APS3 series;B3CD0400045MA0043
B2WN0150010L;GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00091
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003109
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003163
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003541
B2WS020O011G;PSU MODEM HT 1300;B2WS020O011G00070
B2WS020O011G;PSU MODEM HT 1300;B2WS020O011G00326
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200732
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200811
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200937
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200980
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201133
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201209
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201708
B2WS0200022M;PSU FOR X1-KU/C 90W SATELITE ROUTER;B2WS0200022MA0610
B2WN0286306M;Power Supply 66 Watt AC V2 for C890 and C1100 series;B2WN0286306MA0062
B2WN0287068M;NetEngine 8000 M1A Basic Configuration(Includes M1A Chassis, Fixed Interface(16*10GE+16*GE),2*DC Power,without Software and Docu;B2WN0287068MA0053
B4RT0B87074M;TV Samsung, Kabel HDMI 2 Meter & Wall Bracket TV - SmartTV 50'' Crystal UHD DU7000 4K Smart TV;B4RT0B87074MA0003
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0034
B2WN0286871M;Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0046
B2WN0286871M;Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0048
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0158
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0060
B2WN0286871M;Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0049
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0311
B2WN0286871M;Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0045
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0039
B2WN0286876M;Customized 25G SFP28 1310nm 40km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:Others L;B2WN0286876MA0029
B2WN0286871M;Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0047
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0059
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0318
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0157
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0146
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0320
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0166
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0140
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0144
B2WN13A0089M;400GBPS QSFP-DD,  ER;B2WN13A0089MA0009
B2WN13A0089M;400GBPS QSFP-DD,  ER;B2WN13A0089MA0011
B2WN00A0149M;QSFP28 100G 1295~1310nm 40KM LC;B2WN00A0149MA0021
B2WN00A0149M;QSFP28 100G 1295~1310nm 40KM LC;B2WN00A0149MA0019
B2WN13A0089M;400GBPS QSFP-DD,  ER;B2WN13A0089MA0003
B2WN13A0089M;400GBPS QSFP-DD,  ER;B2WN13A0089MA0002
B2WN00A0004M;6C-QSFP+-ER4 40G  1270~1330nm 40KM (brand : 6Com);B2WN00A0004MA0005
B2WN00A0149M;QSFP28 100G 1295~1310nm 40KM LC;B2WN00A0149MA0018
B2WN13A0089M;400GBPS QSFP-DD,  ER;B2WN13A0089MA0007
B2WN13A0089M;400GBPS QSFP-DD,  ER;B2WN13A0089MA0014
B2WN0286734M;Edge-Core ET7402-LR4 Compatible 100GBASE-LR4 QSFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module;B2WN0286734MA0081
B2WN13A0090M;400G QSFP-DD Transceiver,400G-FR4,Duplex LC,2km Duplex SMF;B2WN13A0090MA0071
B2WN0286922M;SFP 1.25G 850nm 550M DDM LC;B2WN0286922MA0236
B2WN00A0130M;10GBASE ZR SFP + 1510nm 80km Edge-Core Compatible;B2WN00A0130MA0030
B2WN00A0014M;Optical Transceiver(eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km);B2WN00A0014MA0384
B2WN00A0012M;Optical Transceiver(SFP+,1550nm,9.953~10.3125Gb/s,0~4dBm,-24dBm,LC,SM,80km);B2WN00A0012MA0005
B2WN0286127M;1.25 Gbit/s, 550m, dual-fiber, multi-mode, DDM, RoHS, commercial, USFP transceiver module;B2WN0286127MA1250
B2WN00A0014M;Optical Transceiver(eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km);B2WN00A0014MA0383
B2WN0286922M;SFP 1.25G 850nm 550M DDM LC;B2WN0286922MA0231
B2WN00A0014M;Optical Transceiver(eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km);B2WN00A0014MA0381
B2WN00A0130M;10GBASE ZR SFP + 1510nm 80km Edge-Core Compatible;B2WN00A0130MA0031
B2WN00A0012M;Optical Transceiver(SFP+,1550nm,9.953~10.3125Gb/s,0~4dBm,-24dBm,LC,SM,80km);B2WN00A0012MA0009
B2WS0200137M;Bivocom TG451-LY5DM-W Industrial 4G Router;B2WS0200137MA0329
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0825B
B2WN0286829M;POWER ADAPTER NCA-1515B 12V=5A;B2WN0286829MA0286B
B2WS00A0001M;Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0015
B2WS00A0001M;Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0099
B2WS00A0001M;Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0052
B2WN0286917M;Adapter VeloCloud Edge 510;B2WN0286917MA0188B
B2WS00A0001M;Modem ORBIT STAR 3 UNLOCK;B2WS00A0001MA0034
B2WN0286916M;VMware SD-WAN Edge 510 Appliance, Deployment: Software Orchestrator for 1 year, 3 Year or 5 Year ;B2WN0286916MA0172
B2WN0286418M;5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports).;B2WN0286418MA1699
B2WN0287059M;BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0074
B2WN0287058M;BIDI SFP+ TX1270nm 40KM;B2WN0287058MA0054
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0139
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0313
B2WN0150017M;10Gbit/s, 40km, 1550nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical module.;B2WN0150017MA0265
B2WN0286612M;1GE SFP SX TRANSCEIVER MODULE FOR ALL SYSTEMS WITH SFP AND SFP/SFP+ SLOTS;B2WN0286612MA0015B
B2WN00A0016M;Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0048
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0108B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0472B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0837B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0026B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0487B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0689B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0829B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0672B
B2WS0200100M;802.3at 30W gigabit PoE injector, suitable for all Sundray AP that support POE except S900plus.;B2WS0200100MA0515
B2WS0200100M;802.3at 30W gigabit PoE injector, suitable for all Sundray AP that support POE except S900plus.;B2WS0200100MA0514
B2WS0138110M;Sensor Elevasi dan Azimuth;B2WS0138110MA0018
B2WS0138110M;Sensor Elevasi dan Azimuth;B2WS0138110MA0017
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0066B
B2WS0138162M;ROUTER STARLINK V4;B2WS0138162MA0827B
B2WS0138161M;Standard V4;B2WS0138161MA0698
B2WS0138161M;Standard V4;B2WS0138161MA0685
B2WN0287059M;BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0045
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA2425B
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA2573B
B2WN0286418M;5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports).;B2WN0286418MA1680
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0638B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0800B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0689B
B2WN00A0559M;AC power adapter Versa CSG150 Series;B2WN00A0559MA0017B
B2WN0287166M;"H3C S9850-32H L3 Ethernet Switch with 32 QSFP28 Ports;  2 * 650W AC Power Supply Module (Power Panel Side Intake Airflow);  5 * ";B2WN0287166MA0003
B2WS05A0075M;Aruba AP-505 (RW) Unified AP;B2WS05A0075MA0190
B2WS05A0075M;HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0107
B2WS05A0075M;HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0068
B2WS05A0075M;Aruba AP-505 (RW) Unified AP;B2WS05A0075MA0166
B2WS05A0075M;HPE Aruba Networking AP-505 (RW) Dual Radio 2x2 802.11ax Internal Antennas Unified Campus AP;B2WS05A0075MA0134
B2WN0286673M;The SUNDRAY V-Sec Switch, provides 28 ports(24 10/100/1000Base-T POE ports, 4 10G SFP+ optical ports). Support IEEE 802.3af/at p;B2WN0286673MA0105
B2WN0286673M;The SUNDRAY V-Sec Switch, provides 28 ports(24 10/100/1000Base-T POE ports, 4 10G SFP+ optical ports). Support IEEE 802.3af/at p;B2WN0286673MA0102
B2WN0286673M;The SUNDRAY V-Sec Switch, provides 28 ports(24 10/100/1000Base-T POE ports, 4 10G SFP+ optical ports). Support IEEE 802.3af/at p;B2WN0286673MA0107
B2WN02860114;TA5000 GPON OLT 8X SFP;B2WN02860114A0067
B2WN0287060M;BIDI SFP+ 10G Tx1330nm Rx1270nm 20KM LC;B2WN0287060MA0169
B2WN0287060M;BIDI SFP+ 10G Tx1330nm Rx1270nm 20KM LC;B2WN0287060MA0163
B2WN0287057M;SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0326
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0399B
B2WN0287059M;BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0043
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0346B
B2WN0287105M;AC POWER SUPPLY FOR RAX721-C-6C48;B2WN0287105MA0017B
B2WN0286417M;PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0068B
B2WN0286151M;10Gbit/s, 10km, 1310nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical module.;B2WN0286151MA1247
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0115B
B2WN0287059M;BIDI SFP+ TX1330nm 40KM;B2WN0287059MA0066
B2WN0287057M;SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0327
B2WN0287060M;SFP+ 10G 20KM (Tx-1330 / Rx-1270) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0293
B2WN0287057M;SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0260
B2WN0287057M;SFP+ 10G 20KM (Tx-1270 / Rx-1330) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0343
B2WN0287058M;BIDI SFP+ TX1270nm 40KM;B2WN0287058MA0027
B2WN0287058M;BIDI SFP+ TX1270nm 40KM;B2WN0287058MA0068
B2WN0287060M;SFP+ 10G 20KM (Tx-1330 / Rx-1270) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0322
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0104B
B2WN0287060M;SFP+ 10G 20KM (Tx-1330 / Rx-1270) (Brand : FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0326
B2WS0138153M;Power Supply STARLINK;B2WS0138153MA0101B
